doi,title,abstract,label_included
https://doi.org/10.1007/s10742-012-0079-9,Variation in New Zealand hospital outcomes: combining hierarchical Bayesian modeling and propensity score methods for hospital performance comparisons,"Two major statistical issues confronting comparative analyses of hospital outcomes are adequacy of case-mix adjustment and proper accounting for random variation. Hierarchical modeling has been proposed to improve precision and reduce the impact of random variation but becomes difficult to implement when there are numerous case-mix factors to control. In this paper we formulate the problem of hospital performance comparisons within the framework of potential outcomes and illustrate an approach to hospital comparisons which combines multiple category propensity score methods for the control of case-mix variations with hierarchical Bayesian modeling of case-mix adjusted summaries. The approach is similar to that proposed by Huang et al. (Health Serv Res 40:253-278, 2005) but extends their approach by using a Bayesian model to accommodate hospital level attributes and to facilitate joint modeling of performance for multiple outcomes. The analytical approach is illustrated by a comparison of 30 day post admission mortality risks for patients treated for acute myocardial infarction, pneumonia or stroke in 34 New Zealand public hospitals. In a small simulation study, reported in electronic supplementary material, hierarchical models outperformed non-hierarchical models, achieving both better credible interval coverage and shorter average interval lengths for measures of between hospital variation based on contrasts between the 90th and 10th percentiles of the mortality risk distribution. Simulation performance of hierarchical and non-hierarchical models in detecting unusual performance was similar. Â© 2012 Springer Science+Business Media, LLC.",0
https://doi.org/10.1177/1094428110391814,More Statistical and Methodological Myths and Urban Legends,"The study of urban legends represents the application of concepts developed in the academic study of traditional folktales to stories circulating in the modern world. Vandenberg adapted the notion of ‘‘urban legends’’ into the area of organizational research methods and coined the term statistical and methodological myths and urban legends (SMMULs) to refer to the collection of various rules of thumb and other ‘‘received doctrines’’ that often guide researchers’ scientific behavior. Various SMMULs have been examined over 7 years in a number of symposia at scientific conferences, in a previous Feature Topic in Organizational Research Methods (2006), and in an edited book. This Feature Topic continues this tradition by presenting five new SMMULs.",0
https://doi.org/10.1207/s15327930pje7704_9,Methodological Advances in the Analysis of Individual Growth With Relevance to Education Policy,"The purpose of this article is to demonstrate how recent methodological developments in the analysis of individual growth can inform important problems in education policy. Specifically, this article focuses on a method referred to as growth mixture modeling. Growth mixture modeling is a relatively new procedure for the analysis of longitudinal data that relaxes many of the assumptions associated with conventional growth curve modeling. In particular, growth mixture modeling tests for the existence of unique growth trajectory classes through a combination of latent class analysis and standard growth curve modeling. Antecedent predictors of the latent classes can be incorporated as well as relations from the latent classes to specific outcomes. This article applies growth mixture modeling to data from the Early Childhood Longitudinal Study-Kindergarten class of 1998-1999. The specific policy question posed in this article focuses on the estimation of latent growth trajectory classes in reading proficiency ...",0
https://doi.org/10.1016/j.cct.2017.06.009,Increasing the efficiency of oncology basket trials using a Bayesian approach,"With the rapid growth of targeted and immune-oncology therapies, novel statistical design approaches are needed to increase the flexibility and efficiency of early phase oncology trials. Basket trials enroll patients with defined biological deficiencies, but with multiple histologic tumor types (or indications), to discover in which indications the drug is active. In such designs different indications are typically analyzed independently. This, however, ignores potential biological similarities among the indications. Our research provides a statistical methodology to enhance such basket trials by assessing the homogeneity of the response rates among indications at an interim analysis, and applying a Bayesian hierarchical modeling approach in the second stage if the efficacy is deemed reasonably homogenous across indications. This increases the power of the study by allowing indications with similar response rates to borrow information from each other. Via simulations, we quantify the efficiency gain of our proposed approach relative to the conventional parallel approach. The operating characteristics of our method depend on the similarity of the response rates between the different indications. If the response rates are comparable in most or all indications after treatment with the investigational drug, a substantial increase in efficiency as compared to the conventional approach can be obtained as fewer patients are required or a higher power is attained. We also demonstrate that efficacy again decreases if the response rates vary considerably among tumor types but it is still better than the conventional approach.",0
https://doi.org/10.3389/fnint.2012.00063,Temporal-order judgment of visual and auditory stimuli: modulations in situations with and without stimulus discrimination,"Temporal-order judgment (TOJ) tasks are an important paradigm to investigate processing times of information in different modalities. There are a lot of studies on how temporal order decisions can be influenced by stimuli characteristics. However, so far it has not been investigated whether the addition of a choice reaction time (RT) task has an influence on TOJ. Moreover, it is not known when during processing the decision about the temporal order of two stimuli is made. We investigated the first of these two questions by comparing a regular TOJ task with a dual task (DT). In both tasks, we manipulated different processing stages to investigate whether the manipulations have an influence on TOJ and to determine thereby the time of processing at which the decision about temporal order is made. The results show that the addition of a choice RT task does have an influence on the TOJ, but the influence seems to be linked to the kind of manipulation of the processing stages that is used. The results of the manipulations indicate that the temporal order decision in the DT paradigm is made after perceptual processing of the stimuli.",0
https://doi.org/10.1002/sim.6342,Statistical methods for dealing with publication bias in meta-analysis,"Publication bias is an inevitable problem in the systematic review and meta-analysis. It is also one of the main threats to the validity of meta-analysis. Although several statistical methods have been developed to detect and adjust for the publication bias since the beginning of 1980s, some of them are not well known and are not being used properly in both the statistical and clinical literature. In this paper, we provided a critical and extensive discussion on the methods for dealing with publication bias, including statistical principles, implementation, and software, as well as the advantages and limitations of these methods. We illustrated a practical application of these methods in a meta-analysis of continuous support for women during childbirth. Copyright © 2014 John Wiley & Sons, Ltd.",0
https://doi.org/10.1167/14.7.9,Quantifying the effect of intertrial dependence on perceptual decisions,"In the perceptual sciences, experimenters study the causal mechanisms of perceptual systems by probing observers with carefully constructed stimuli. It has long been known, however, that perceptual decisions are not only determined by the stimulus, but also by internal factors. Internal factors could lead to a statistical influence of previous stimuli and responses on the current trial, resulting in serial dependencies, which complicate the causal inference between stimulus and response. However, the majority of studies do not take serial dependencies into account, and it has been unclear how strongly they influence perceptual decisions. We hypothesize that one reason for this neglect is that there has been no reliable tool to quantify them and to correct for their effects. Here we develop a statistical method to detect, estimate, and correct for serial dependencies in behavioral data. We show that even trained psychophysical observers suffer from strong history dependence. A substantial fraction of the decision variance on difficult stimuli was independent of the stimulus but dependent on experimental history.We discuss the strong dependence of perceptual decisions on internal factors and its implications for correct data interpretation.",0
https://doi.org/10.3758/brm.40.1.61,Diffusion model analysis with MATLAB: A DMAT primer,"The Ratcliff diffusion model has proved to be a useful tool in reaction time analysis. However, its use has been limited by the practical difficulty of estimating the parameters. We present a software tool, the Diffusion Model Analysis Toolbox (DMAT), intended to make the Ratcliff diffusion model for reaction time and accuracy data more accessible to experimental psychologists. The tool takes the form of a MATLAB toolbox and can be freely downloaded from ppw.kuleuven.be/okp/dmatoolbox. Using the program does not require a background in mathematics, nor any advanced programming experience (but familiarity with MATLAB is useful). We demonstrate the basic use of DMAT with two examples.",0
https://doi.org/10.1111/ajps.12001,How Many Countries for Multilevel Modeling? A Comparison of Frequentist and Bayesian Approaches,"Researchers in comparative research increasingly use multilevel models to test effects of country-level factors on individual behavior and preferences. However, the asymptotic justification of widely employed estimation strategies presumes large samples and applications in comparative politics routinely involve only a small number of countries. Thus, researchers and reviewers often wonder if these models are applicable at all. In other words, how many countries do we need for multilevel modeling? I present results from a large-scale Monte Carlo experiment comparing the performance of multilevel models when few countries are available. I find that maximum likelihood estimates and confidence intervals can be severely biased, especially in models including cross-level interactions. In contrast, the Bayesian approach proves to be far more robust and yields considerably more conservative tests.",1
https://doi.org/10.1037/1082-989x.4.1.84,Sample size in factor analysis.,"The factor analysis literature includes a range of recommendations regarding the minimum sample size necessary to obtain factor solutions that are adequately stable and that correspond closely to population factors. A fundamental misconception about this issue is that the minimum sample size, or the",0
https://doi.org/10.1016/j.bbi.2010.11.018,Adoptive transfer of peripheral immune cells potentiates allodynia in a graded chronic constriction injury model of neuropathic pain,"► Intraperitoneal adoptive transfer of peripheral immune cells potentiates chronic constriction injury-induced allodynia . ► Peripheral immune cells only capable of potentiating existing allodynia, rather than establishing allodynia. ► Intraperitoneal adoptive transfer of high pain splenocytes may induce the migration of host-derived immune cells from the spleen to the CNS. ► Intrathecal transfer of “pain-activated” CD45 + cells results in potentiated allodynia. Recent evidence demonstrates that peripheral immune cells contribute to the nociceptive hypersensitivity associated with neuropathic pain by infiltrating the central nervous system (CNS). We have recently developed a rat model of graded chronic constriction injury (CCI) by varying the exposure of the sciatic nerve and control non-nerve tissue to surgical placement of chromic gut. We demonstrate that splenocytes can contribute significantly to CCI-induced allodynia, as adoptive transfer of these cells from high pain donors to low pain recipients potentiates allodynia ( P < 0.001). The phenomenon was replicated with peripheral blood mononuclear cells ( P < 0.001). Adoptive transfer of allodynia was not achieved in sham recipients, indicating that peripheral immune cells are only capable of potentiating existing allodynia, rather than establishing allodynia. As adoptively transferred cells were found by flow cytometry to migrate to the spleen ( P < 0.05) and potentiation of allodynia was prevented in splenectomised low pain recipients, adoptive transfer of high pain splenocytes may induce the migration of host-derived immune cells from the spleen to the CNS as observed by flow cytometry ( P < 0.05). Importantly, intrathecal transfer of CD45 + cells prepared from spinal cords of high pain donors into low pain recipients led to potentiated allodynia ( P < 0.001), confirming that infiltrating immune cells are not passive bystanders, but actively contribute to nociceptive hypersensitivity in the lumbar spinal cord.",0
https://doi.org/10.1890/08-0219.1,"Upper respiratory tract disease, force of infection, and effects on survival of gopher tortoises","Upper respiratory tract disease (URTD) caused by Mycoplasma agassizii has been hypothesized to contribute to the decline of some wild populations of gopher tortoises (Gopherus polyphemus). However, the force of infection (FOI) and the effect of URTD on survival in free-ranging tortoise populations remain unknown. Using four years (2003-2006) of mark-recapture and epidemiological data collected from 10 populations of gopher tortoises in central Florida, USA, we estimated the FOI (probability per year of a susceptible tortoise becoming infected) and the effect of URTD (i.e., seropositivity to M. agassizii) on apparent survival rates. Sites with high (> or = 25%) seroprevalence had substantially higher FOI (0.22 +/- 0.03; mean +/- SE) than low (< 25%) seroprevalence sites (0.04 +/- 0.01). Our results provide the first quantitative evidence that the rate of transmission of M. agassizii is directly related to the seroprevalence of the population. Seropositive tortoises had higher apparent survival (0.99 +/- 0.0001) than seronegatives (0.88 +/- 0.03), possibly because seropositive tortoises represent individuals that survived the initial infection, developed chronic disease, and experienced lower mortality during the four-year span of our study. However, two lines of evidence suggested possible effects of mycoplasmal URTD on tortoise survival. First, one plausible model suggested that susceptible (seronegative) tortoises in high seroprevalence sites had lower apparent survival rates than did susceptible tortoises in low seroprevalence sites, indicating a possible acute effect of infection. Second, the number of dead tortoise remains detected during annual site surveys increased significantly with increasing site seroprevalence, from approximately 1 to approximately 5 shell remains per 100 individuals. If (as our results suggest) URTD in fact reduces adult survival, it could adversely influence the population dynamics and persistence of this late- maturing, long-lived species.",0
